resource_name,url,speed_mb
CCTV4K,http://hd1.91kds.cn/live2/cctvxw.m3u8?id=cctv4k&bt=2&fmt=&ip=&app=com.chenfengtv.tvbox&version=1.0.3&mac=fu:ck:92:92:ff&ev=20250805&nwtime=1758299716&sign=2e0fb08efacb2da9d3b961af67df9252&utk=&tmk=,1.58118
CCTV老故事高清,http://183.234.143.5:85/tsfile/live/1061_1.m3u8?key=txiptv&playlive=0&authid=0,0.23016
CCTV1综合,http://61.178.227.57:9901/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0,7.89467
CCTV1综合,http://39.152.103.17:8089/tsfile/live/1000_1.m3u8,0.36933
CCTV1综合,http://kouki.pro:8888/udp/239.49.8.129:6000,0.25581
CCTV1,http://120.70.60.179:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,0.79959
CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8,0.31857
CCTV1,http://112.99.195.122:65000/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0,0.30889
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,2.57314
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8,6.23986
CCTV1,http://39.152.103.17:8089/tsfile/live/1000_1.m3u8,0.21842
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8,6.51279
CCTV1,http://120.202.94.181:9446/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0,1.18919
CCTV1,http://120.70.60.179:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,0.79315
CCTV1,http://61.178.227.57:9901/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0,7.16516
CCTV1,http://36.136.38.87:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,0.68315
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8,0.21763
CCTV1,http://223.95.198.3:8000/hls/1/index.m3u8,2.60856
CCTV1,http://114.241.111.4:85/tsfile/live/1/1001_1.m3u8?key=txiptv,3.65423
