# Step6: 画面变化与声音筛查后资源
# 生成时间: 2026-04-08 08:08:47
# 资源数量: 1311
# 平均速度: 4.982 MB/s
##################################################

# [其它 SD（412条）] 0.421MB/s
(国)天映电影,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUpZ57DWtawgDqgk9ACxtn4vc8tNib6vhl1tbTES2mBo7rzvlORZklfQoDf3IGAtc5S_NfcG_zouZVVY8S5UHcY0b2GzpO7Zlu9qXMQaZfiaaR1v4S52JJFHiNyFA2IL-K5KiW5pFkk5A4y2BkyI7t0cwiURlEP2GBA_0ozzKqEiC92DRXWRt5juxuSxGQZo44tsZQ11v9BFq_bQ9NH72Bsw.m3u8?u=1756878715

# [其它] 0.429MB/s
(请)(地)每日一首,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240192067467.mp4

# [其它 高清/HD（158条）] 1.541MB/s
12 канал (1080p),https://12channel.bonus-tv.ru/cdn/12channel/playlist.m3u8

# [其它 SD（412条）] 1.437MB/s
2025大湾区电影音乐晚会,https://vip.dytt-kan.com/20251002/7177_2723ad49/index.m3u8

# [其它 4D/超高清（23条）] 0.314MB/s
24KZ,http://120.70.60.179:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0

# [其它 4D/超高清（23条）] 0.271MB/s
24KZ,http://120.70.60.179:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0

# [其它] 0.711MB/s
3D-1视觉效果,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae_h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4

# [其它] 1.142MB/s
3D-3视觉效果,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae_h264/1618549960/mda-mdfijn4crxseyky0.mp4

# [其它] 1.053MB/s
3D-4视觉效果,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4

# [其它] 1.389MB/s
3D-5视觉效果,https://vd3.bdstatic.com/mda-kksk814vwc1m06av/sc/mda-kksk814vwc1m06av.mp4

# [其它] 1.419MB/s
3D大片频视觉,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4

# [其它] 1.293MB/s
3D投影-1视觉,https://vd4.bdstatic.com/mda-ncuizu4wfrjswzxp/720p/h264_delogo/1648560283895563574/mda-ncuizu4wfrjswzxp.mp4

# [其它] 0.982MB/s
3D裸眼-1视觉,https://vd2.bdstatic.com/mda-kka520dkkf8mrujz/sc/mda-kka520dkkf8mrujz.mp4

# [其它] 1.390MB/s
3D裸眼-2视觉,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/sc/mda-mdfijn4crxseyky0.mp4

# [其它 SD（412条）] 0.251MB/s
4 music,https://stream1.freetv.fun/4music-2.m3u8

# [其它 4D/超高清（23条）] 1.418MB/s
4k超清车载劲爆,https://vd2.bdstatic.com/mda-ncg1mhvhiy7fkgzs/sc/cae_h264_delogo/1647481028509277070/mda-ncg1mhvhiy7fkgzs.mp4

# [其它] 15.075MB/s
<我的好兄弟>,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c171e907fbe0010370019933a69c19_258.mp4

# [其它] 0.853MB/s
ABC,https://nl.utako.moe/abc/index.m3u8

# [欧美 SD（41条）] 13.248MB/s
ABC Australia,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8

# [其它 SD（412条）] 14.895MB/s
ABC News Australia,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_5.m3u8

# [其它 高清/HD（158条）] 62.872MB/s
Action 24 (1080p),http://actionlive.siliconweb.com/actionabr/actiontv/playlist.m3u8

# [其它 高清/HD（158条）] 10.501MB/s
AfroLandTV (1080p),https://alt-al.otteravision.com/alt/al/al.m3u8

# [其它 高清/HD（158条）] 12.258MB/s
Al Araby TV (1080p),https://live.kwikmotion.com/alaraby1live/alaraby_abr/playlist.m3u8

# [其它 高清/HD（158条）] 3.244MB/s
Al Araby TV 2 (1080p),https://live.kwikmotion.com/alaraby2live/alaraby2.smil/playlist.m3u8

# [其它 高清/HD（158条）] 10.545MB/s
